version,1.7.0
info,balls_per_over,6
info,team,New Zealand
info,team,West Indies
info,gender,male
info,season,2025/26
info,date,2025/12/18
info,date,2025/12/19
info,date,2025/12/20
info,date,2025/12/21
info,date,2025/12/22
info,event,West Indies tour of New Zealand
info,match_number,3
info,venue,"Bay Oval, Mount Maunganui"
info,city,Mount Maunganui
info,toss_winner,New Zealand
info,toss_decision,bat
info,player_of_match,DP Conway
info,umpire,AG Wharf
info,umpire,A Paleker
info,reserve_umpire,CM Brown
info,tv_umpire,PR Reiffel
info,match_referee,J Srinath
info,winner,New Zealand
info,winner_runs,323
info,player,New Zealand,TWM Latham
info,player,New Zealand,DP Conway
info,player,New Zealand,JA Duffy
info,player,New Zealand,KS Williamson
info,player,New Zealand,R Ravindra
info,player,New Zealand,DJ Mitchell
info,player,New Zealand,TA Blundell
info,player,New Zealand,GD Phillips
info,player,New Zealand,ZGF Foulkes
info,player,New Zealand,AY Patel
info,player,New Zealand,MD Rae
info,player,West Indies,JD Campbell
info,player,West Indies,BA King
info,player,West Indies,KAR Hodge
info,player,West Indies,TA Imlach
info,player,West Indies,A Athanaze
info,player,West Indies,JP Greaves
info,player,West Indies,RL Chase
info,player,West Indies,A Phillip
info,player,West Indies,SD Hope
info,player,West Indies,JNT Seales
info,player,West Indies,KAJ Roach
info,registry,people,A Athanaze,58c2fac4
info,registry,people,A Paleker,634b11ac
info,registry,people,A Phillip,f2665768
info,registry,people,AG Wharf,2e0fcc58
info,registry,people,AY Patel,fbd4f01f
info,registry,people,BA King,7fca84b7
info,registry,people,CM Brown,448f4f1c
info,registry,people,DJ Mitchell,eade4650
info,registry,people,DP Conway,df5a6881
info,registry,people,GD Phillips,9a46c4e5
info,registry,people,J Srinath,bad31fac
info,registry,people,JA Duffy,dadbdb68
info,registry,people,JD Campbell,6fd0c8e1
info,registry,people,JNT Seales,ded9ff1e
info,registry,people,JP Greaves,74d12124
info,registry,people,KAJ Roach,78eb4223
info,registry,people,KAR Hodge,49dc9cb4
info,registry,people,KS Williamson,d027ba9f
info,registry,people,MD Rae,1c06d60a
info,registry,people,PR Reiffel,c9354f29
info,registry,people,R Ravindra,ba5e1069
info,registry,people,RL Chase,3feda4fa
info,registry,people,SD Hope,1fc6ef83
info,registry,people,TA Blundell,21e5f325
info,registry,people,TA Imlach,f0f8f105
info,registry,people,TWM Latham,e824e6ee
info,registry,people,ZGF Foulkes,30f92334
ball,1,0.1,New Zealand,TWM Latham,DP Conway,KAJ Roach,2,0,,,,,,"",""
ball,1,0.2,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,0.3,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,0.4,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,0.5,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,0.6,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,1.1,New Zealand,DP Conway,TWM Latham,JNT Seales,2,0,,,,,,"",""
ball,1,1.2,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,1.3,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,1.4,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,1.5,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,1.6,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,2.1,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,2.2,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,2.3,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,2.4,New Zealand,TWM Latham,DP Conway,KAJ Roach,1,0,,,,,,"",""
ball,1,2.5,New Zealand,DP Conway,TWM Latham,KAJ Roach,0,0,,,,,,"",""
ball,1,2.6,New Zealand,DP Conway,TWM Latham,KAJ Roach,0,0,,,,,,"",""
ball,1,3.1,New Zealand,TWM Latham,DP Conway,JNT Seales,2,0,,,,,,"",""
ball,1,3.2,New Zealand,TWM Latham,DP Conway,JNT Seales,0,0,,,,,,"",""
ball,1,3.3,New Zealand,TWM Latham,DP Conway,JNT Seales,0,0,,,,,,"",""
ball,1,3.4,New Zealand,TWM Latham,DP Conway,JNT Seales,0,0,,,,,,"",""
ball,1,3.5,New Zealand,TWM Latham,DP Conway,JNT Seales,1,0,,,,,,"",""
ball,1,3.6,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,4.1,New Zealand,TWM Latham,DP Conway,KAJ Roach,1,0,,,,,,"",""
ball,1,4.2,New Zealand,DP Conway,TWM Latham,KAJ Roach,0,0,,,,,,"",""
ball,1,4.3,New Zealand,DP Conway,TWM Latham,KAJ Roach,0,0,,,,,,"",""
ball,1,4.4,New Zealand,DP Conway,TWM Latham,KAJ Roach,0,0,,,,,,"",""
ball,1,4.5,New Zealand,DP Conway,TWM Latham,KAJ Roach,0,0,,,,,,"",""
ball,1,4.6,New Zealand,DP Conway,TWM Latham,KAJ Roach,1,0,,,,,,"",""
ball,1,5.1,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,5.2,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,5.3,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,5.4,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,5.5,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,5.6,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,6.1,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,6.2,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,6.3,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,6.4,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,6.5,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,6.6,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,7.1,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,7.2,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,7.3,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,7.4,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,7.5,New Zealand,DP Conway,TWM Latham,JNT Seales,0,0,,,,,,"",""
ball,1,7.6,New Zealand,DP Conway,TWM Latham,JNT Seales,1,0,,,,,,"",""
ball,1,8.1,New Zealand,DP Conway,TWM Latham,KAJ Roach,0,0,,,,,,"",""
ball,1,8.2,New Zealand,DP Conway,TWM Latham,KAJ Roach,0,0,,,,,,"",""
ball,1,8.3,New Zealand,DP Conway,TWM Latham,KAJ Roach,1,0,,,,,,"",""
ball,1,8.4,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,8.5,New Zealand,TWM Latham,DP Conway,KAJ Roach,4,0,,,,,,"",""
ball,1,8.6,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,9.1,New Zealand,DP Conway,TWM Latham,A Phillip,4,0,,,,,,"",""
ball,1,9.2,New Zealand,DP Conway,TWM Latham,A Phillip,0,0,,,,,,"",""
ball,1,9.3,New Zealand,DP Conway,TWM Latham,A Phillip,1,0,,,,,,"",""
ball,1,9.4,New Zealand,TWM Latham,DP Conway,A Phillip,2,0,,,,,,"",""
ball,1,9.5,New Zealand,TWM Latham,DP Conway,A Phillip,0,0,,,,,,"",""
ball,1,9.6,New Zealand,TWM Latham,DP Conway,A Phillip,1,0,,,,,,"",""
ball,1,10.1,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,10.2,New Zealand,TWM Latham,DP Conway,KAJ Roach,2,0,,,,,,"",""
ball,1,10.3,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,10.4,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,10.5,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,10.6,New Zealand,TWM Latham,DP Conway,KAJ Roach,0,0,,,,,,"",""
ball,1,11.1,New Zealand,DP Conway,TWM Latham,A Phillip,1,0,,,,,,"",""
ball,1,11.2,New Zealand,TWM Latham,DP Conway,A Phillip,0,0,,,,,,"",""
ball,1,11.3,New Zealand,TWM Latham,DP Conway,A Phillip,1,0,,,,,,"",""
ball,1,11.4,New Zealand,DP Conway,TWM Latham,A Phillip,0,0,,,,,,"",""
ball,1,11.5,New Zealand,DP Conway,TWM Latham,A Phillip,0,0,,,,,,"",""
ball,1,11.6,New Zealand,DP Conway,TWM Latham,A Phillip,0,0,,,,,,"",""
ball,1,12.1,New Zealand,TWM Latham,DP Conway,JNT Seales,4,0,,,,,,"",""
ball,1,12.2,New Zealand,TWM Latham,DP Conway,JNT Seales,0,0,,,,,,"",""
