version,1.6.0
info,balls_per_over,6
info,team,Zimbabwe
info,team,Kenya
info,gender,female
info,season,2017
info,date,2017/09/12
info,event,ICC Women's World Twenty20 Qualifying Series Africa Region
info,match_number,7
info,venue,Wanderers Cricket Ground
info,city,Windhoek
info,toss_winner,Kenya
info,toss_decision,field
info,player_of_match,CS Mugeri-Tiripano
info,umpire,A Louw
info,umpire,Patric Makumbi
info,reserve_umpire,JJ Luck
info,match_referee,DT Jukes
info,winner,Zimbabwe
info,winner_runs,45
info,player,Zimbabwe,A Ndiraya
info,player,Zimbabwe,M Mupachikwa
info,player,Zimbabwe,CS Mugeri-Tiripano
info,player,Zimbabwe,P Marange
info,player,Zimbabwe,J Nkomo
info,player,Zimbabwe,AC Mushangwe
info,player,Zimbabwe,L Tshuma
info,player,Zimbabwe,T Granger
info,player,Zimbabwe,CT Dhururu
info,player,Zimbabwe,N Sibanda
info,player,Zimbabwe,N Mutasa
info,player,Kenya,M Mwangi
info,player,Kenya,V Abuga
info,player,Kenya,E Wachira
info,player,Kenya,SW Kinyua
info,player,Kenya,Q Abel
info,player,Kenya,M Ngoche
info,player,Kenya,S Wetoto
info,player,Kenya,R Achando
info,player,Kenya,V Ooko
info,player,Kenya,E Waithaka
info,player,Kenya,F Mutua
info,registry,people,A Louw,5eecae5d
info,registry,people,A Ndiraya,c8e6bddd
info,registry,people,AC Mushangwe,db873292
info,registry,people,CS Mugeri-Tiripano,99c86133
info,registry,people,CT Dhururu,8d7fba79
info,registry,people,DT Jukes,7c215d14
info,registry,people,E Wachira,f5e70dd4
info,registry,people,E Waithaka,1e4c0204
info,registry,people,F Mutua,8ea8949d
info,registry,people,J Nkomo,36dfa62e
info,registry,people,JJ Luck,85d0d93d
info,registry,people,L Tshuma,f281dd00
info,registry,people,M Mupachikwa,6657b319
info,registry,people,M Mwangi,72de0105
info,registry,people,M Ngoche,f91abcd6
info,registry,people,N Mutasa,b5341b28
info,registry,people,N Sibanda,edf62a25
info,registry,people,P Marange,a4f1fdd4
info,registry,people,Patric Makumbi,e4c69c16
info,registry,people,Q Abel,2e988457
info,registry,people,R Achando,88ea490f
info,registry,people,S Wetoto,16301313
info,registry,people,SW Kinyua,86933cde
info,registry,people,T Granger,2beae660
info,registry,people,V Abuga,1ce58052
info,registry,people,V Ooko,2ae76bf6
ball,1,0.1,Zimbabwe,A Ndiraya,M Mupachikwa,V Ooko,0,0,,,,,,"",""
ball,1,0.2,Zimbabwe,A Ndiraya,M Mupachikwa,V Ooko,0,1,1,,,,,"",""
ball,1,0.3,Zimbabwe,A Ndiraya,M Mupachikwa,V Ooko,0,0,,,,,,"",""
ball,1,0.4,Zimbabwe,A Ndiraya,M Mupachikwa,V Ooko,0,1,1,,,,,"",""
ball,1,0.5,Zimbabwe,A Ndiraya,M Mupachikwa,V Ooko,0,0,,,,,,"",""
ball,1,0.6,Zimbabwe,A Ndiraya,M Mupachikwa,V Ooko,1,0,,,,,,"",""
ball,1,0.7,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,0,1,1,,,,,"",""
ball,1,0.8,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,0,1,1,,,,,"",""
ball,1,0.9,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,0,0,,,,,,"",""
info,player,Zimbabwe,A Ndiraya
info,player,Zimbabwe,M Mupachikwa
info,player,Zimbabwe,CS Mugeri-Tiripano
info,player,Zimbabwe,P Marange
info,player,Zimbabwe,J Nkomo
info,player,Zimbabwe,AC Mushangwe
info,player,Zimbabwe,L Tshuma
info,player,Zimbabwe,T Granger
info,player,Zimbabwe,CT Dhururu
info,player,Zimbabwe,N Sibanda
info,player,Zimbabwe,N Mutasa
info,player,Kenya,M Mwangi
info,player,Kenya,V Abuga
info,player,Kenya,E Wachira
info,player,Kenya,SW Kinyua
info,player,Kenya,Q Abel
info,player,Kenya,M Ngoche
info,player,Kenya,S Wetoto
info,player,Kenya,R Achando
info,player,Kenya,V Ooko
info,player,Kenya,E Waithaka
info,player,Kenya,F Mutua
info,registry,people,A Louw,5eecae5d
info,registry,people,A Ndiraya,c8e6bddd
info,registry,people,AC Mushangwe,db873292
info,registry,people,CS Mugeri-Tiripano,99c86133
info,registry,people,CT Dhururu,8d7fba79
info,registry,people,DT Jukes,7c215d14
info,registry,people,E Wachira,f5e70dd4
info,registry,people,E Waithaka,1e4c0204
info,registry,people,F Mutua,8ea8949d
info,registry,people,J Nkomo,36dfa62e
info,registry,people,JJ Luck,85d0d93d
info,registry,people,L Tshuma,f281dd00
info,registry,people,M Mupachikwa,6657b319
info,registry,people,M Mwangi,72de0105
info,registry,people,M Ngoche,f91abcd6
info,registry,people,N Mutasa,b5341b28
info,registry,people,N Sibanda,edf62a25
info,registry,people,P Marange,a4f1fdd4
info,registry,people,Patric Makumbi,e4c69c16
info,registry,people,Q Abel,2e988457
info,registry,people,R Achando,88ea490f
info,registry,people,S Wetoto,16301313
info,registry,people,SW Kinyua,86933cde
info,registry,people,T Granger,2beae660
info,registry,people,V Abuga,1ce58052
info,registry,people,V Ooko,2ae76bf6
ball,1,0.10,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,0,0,,,,,,"",""
ball,1,1.1,Zimbabwe,A Ndiraya,M Mupachikwa,M Mwangi,0,0,,,,,,"",""
ball,1,1.2,Zimbabwe,A Ndiraya,M Mupachikwa,M Mwangi,1,0,,,,,,"",""
ball,1,1.3,Zimbabwe,M Mupachikwa,A Ndiraya,M Mwangi,1,0,,,,,,"",""
ball,1,1.4,Zimbabwe,A Ndiraya,M Mupachikwa,M Mwangi,0,0,,,,,,"",""
ball,1,1.5,Zimbabwe,A Ndiraya,M Mupachikwa,M Mwangi,4,0,,,,,,"",""
ball,1,1.6,Zimbabwe,A Ndiraya,M Mupachikwa,M Mwangi,0,1,1,,,,,"",""
ball,1,1.7,Zimbabwe,A Ndiraya,M Mupachikwa,M Mwangi,0,1,1,,,,,"",""
ball,1,1.8,Zimbabwe,A Ndiraya,M Mupachikwa,M Mwangi,4,0,,,,,,"",""
ball,1,2.1,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,4,0,,,,,,"",""
ball,1,2.2,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,0,0,,,,,,"",""
ball,1,2.3,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,0,0,,,,,,"",""
ball,1,2.4,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,0,0,,,,,,"",""
ball,1,2.5,Zimbabwe,M Mupachikwa,A Ndiraya,V Ooko,1,0,,,,,,"",""
ball,1,2.6,Zimbabwe,A Ndiraya,M Mupachikwa,V Ooko,1,0,,,,,,"",""
