version,1.6.0
info,balls_per_over,6
info,team,Bhutan
info,team,Saudi Arabia
info,gender,male
info,season,2017
info,date,2017/04/28
info,event,ICC World Cricket League Asia Region Division One
info,match_number,13
info,venue,Prem Tinsulanonda International School
info,city,Chiang Mai
info,toss_winner,Bhutan
info,toss_decision,bat
info,player_of_match,Shoaib Ali
info,umpire,Sharfuddoula
info,umpire,DN Subedi
info,reserve_umpire,Tabarak Dar
info,match_referee,DT Jukes
info,winner,Saudi Arabia
info,winner_wickets,6
info,player,Bhutan,Kumar Subba
info,player,Bhutan,K Norbu
info,player,Bhutan,T Wangchuk
info,player,Bhutan,S Pradhan
info,player,Bhutan,DS Gurung
info,player,Bhutan,S Tobgay
info,player,Bhutan,T Jamtsho
info,player,Bhutan,R Pradhan
info,player,Bhutan,Tenzin Wangchuk jnr
info,player,Bhutan,T Singye
info,player,Bhutan,K Ghalley
info,player,Saudi Arabia,Abdul Waheed
info,player,Saudi Arabia,Inayat Saeed
info,player,Saudi Arabia,Muhammad Abbasi
info,player,Saudi Arabia,Mohammad Afzal
info,player,Saudi Arabia,Ibrarul Haq
info,player,Saudi Arabia,Shahbaz Rasheed
info,player,Saudi Arabia,Shoaib Ali
info,player,Saudi Arabia,Hammad Saeed
info,player,Saudi Arabia,Omar Imtiaz
info,player,Saudi Arabia,Mohsin Shabbir
info,player,Saudi Arabia,Nadeem Javed
info,registry,people,Abdul Waheed,23fa9ea9
info,registry,people,DN Subedi,fb0a571f
info,registry,people,DS Gurung,72a7dcb5
info,registry,people,DT Jukes,7c215d14
info,registry,people,Hammad Saeed,fcec4285
info,registry,people,Ibrarul Haq,119007ef
info,registry,people,Inayat Saeed,1ce56cb2
info,registry,people,K Ghalley,55d07946
info,registry,people,K Norbu,5a18b2f0
info,registry,people,Kumar Subba,1975849e
info,registry,people,Mohammad Afzal,55e0d2a1
info,registry,people,Mohsin Shabbir,941dfb84
info,registry,people,Muhammad Abbasi,08f04bc3
info,registry,people,Nadeem Javed,33e72826
info,registry,people,Omar Imtiaz,db30162d
info,registry,people,R Pradhan,c0b177fd
info,registry,people,S Pradhan,04f0d409
info,registry,people,S Tobgay,d7f1fe76
info,registry,people,Shahbaz Rasheed,b1a281cd
info,registry,people,Sharfuddoula,63896abb
info,registry,people,Shoaib Ali,f0e8d51a
info,registry,people,T Jamtsho,c01d1c0a
info,registry,people,T Singye,e454c356
info,registry,people,T Wangchuk,39799e49
info,registry,people,Tabarak Dar,2259c12d
info,registry,people,Tenzin Wangchuk jnr,286fab38
ball,1,0.1,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,5,5,,,,,"",""
ball,1,0.2,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,1,1,,,,,"",""
ball,1,0.3,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,1,1,,,,,"",""
ball,1,0.4,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,1,1,,,,,"",""
ball,1,0.5,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,0,,,,,,"",""
ball,1,0.6,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,0,,,,,,"",""
ball,1,0.7,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,0,,,,,,"",""
ball,1,0.8,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,0,,,,,,"",""
ball,1,0.9,Bhutan,Kumar Subba,K Norbu,Ibrarul Haq,0,0,,,,,,"",""
info,player,Bhutan,Kumar Subba
info,player,Bhutan,K Norbu
info,player,Bhutan,T Wangchuk
info,player,Bhutan,S Pradhan
info,player,Bhutan,DS Gurung
info,player,Bhutan,S Tobgay
info,player,Bhutan,T Jamtsho
info,player,Bhutan,R Pradhan
info,player,Bhutan,Tenzin Wangchuk jnr
info,player,Bhutan,T Singye
info,player,Bhutan,K Ghalley
info,player,Saudi Arabia,Abdul Waheed
info,player,Saudi Arabia,Inayat Saeed
info,player,Saudi Arabia,Muhammad Abbasi
info,player,Saudi Arabia,Mohammad Afzal
info,player,Saudi Arabia,Ibrarul Haq
info,player,Saudi Arabia,Shahbaz Rasheed
info,player,Saudi Arabia,Shoaib Ali
info,player,Saudi Arabia,Hammad Saeed
info,player,Saudi Arabia,Omar Imtiaz
info,player,Saudi Arabia,Mohsin Shabbir
info,player,Saudi Arabia,Nadeem Javed
info,registry,people,Abdul Waheed,23fa9ea9
info,registry,people,DN Subedi,fb0a571f
info,registry,people,DS Gurung,72a7dcb5
info,registry,people,DT Jukes,7c215d14
info,registry,people,Hammad Saeed,fcec4285
info,registry,people,Ibrarul Haq,119007ef
info,registry,people,Inayat Saeed,1ce56cb2
